station_id,latitude,longitude,geojson_latitude,geojson_longitude
CEA-10325,45.466928,-73.566715,,
CEA-10347,45.4974,-73.622784,,
CEA-10996,45.511443,-73.676426,,
CEA-11316,45.519037,-73.609899,,
